Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,0,0.09403214234554771
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,1,0.10769783087314481
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,2,0.07857678086796055
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,3,0.10401918287003682
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,4,0.10208988340921406
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,5,0.09863739303180522
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,6,0.11529636108272204
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,7,0.09161175922981923
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,8,0.1116750987462361
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,9,0.08161695230474869
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,10,0.09716593823088401
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,11,0.10524852611001655
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,12,0.09947046313152247
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,13,0.10239532429116446
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,14,0.07235724289564172
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,15,0.09403156425548934
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,16,0.12285321825365493
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,17,0.0843873414383431
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,18,0.11608441916638648
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,19,0.10565631941110429
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,20,0.0802504371244748
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,21,0.11396786936607708
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,22,0.06864859919827974
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,23,0.10515901731945124
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,24,0.08075959170162414
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,0,0.09610281827666703
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,1,0.08187367894708941
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,2,0.07692307692307684
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,3,0.07031882996249822
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,4,0.08869864108592165
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,5,0.09436755199961372
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,6,0.08916853754281895
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,7,0.09805691617701254
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,8,0.0778205426587692
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,9,0.0745313754429149
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,10,0.06489093408215973
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,11,0.09221924472257981
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,12,0.10269742078085731
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,13,0.10862973803394342
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,14,0.10490259911106652
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,15,0.08053236330130623
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,16,0.09960703471319864
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,17,0.07680538533699355
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,18,0.11126338880526225
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,19,0.09263536931058847
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,20,0.09130465326032589
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,21,0.09481442371259323
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,22,0.11170978813715365
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,23,0.09945773241780884
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,24,0.0990003402173184
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,0,0.2250967450656891
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,1,0.16314309899227097
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,2,0.17723971972895547
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,3,0.16602489614398674
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,4,0.2107858511863957
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,5,0.21593584246367092
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,6,0.1806531655647734
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,7,0.19022173602534254
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,8,0.16471247705508263
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,9,0.22425861873831593
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,10,0.18192845308430317
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,11,0.2097902097902098
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,12,0.17931403069879326
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,13,0.22557040562852904
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,14,0.1508541446249573
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,15,0.21421383603121064
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,16,0.15241977119611666
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,17,0.19580419580419584
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,18,0.21747377438420967
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,19,0.16705572842739463
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,20,0.23775493693230165
