Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,0,0.07937593509600252
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,1,0.10276315838866983
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,2,0.09444439667288063
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,3,0.11125600958354889
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,4,0.10074049040871044
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,5,0.09746536223379343
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,6,0.10864466895042449
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,7,0.08171778492415802
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,8,0.0935908657321236
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,9,0.07910494801407367
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,10,0.08783287551703899
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,11,0.09449037808762606
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,12,0.08074837406948776
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,13,0.08868646620795895
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,14,0.08351330391145094
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,15,0.10231263755762443
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,16,0.10850849645861659
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,17,0.08787590103882426
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,18,0.08611224307418838
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,19,0.09494301078916628
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,20,0.10516853811178385
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,21,0.09790209790209792
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,22,0.073319770510353
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,23,0.10634985011667353
NSGAIIa,Multi Objective Integer Encoding Biclustering,EP,24,0.09869432484520901
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,0,0.08497289629384047
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,1,0.08078881370792174
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,2,0.0988490960105318
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,3,0.09499193836638227
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,4,0.08831698708032329
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,5,0.07280443447941538
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,6,0.0802559743865518
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,7,0.05868452468618178
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,8,0.0990430041453143
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,9,0.07877786157864702
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,10,0.08137339588278747
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,11,0.06952396644925507
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,12,0.09289720317506878
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,13,0.10676266220440034
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,14,0.11020218876842786
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,15,0.08391608391608385
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,16,0.0960155676185362
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,17,0.08861228815880767
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,18,0.08121201584661253
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,19,0.08611915290306232
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,20,0.07821865425964847
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,21,0.09981184777970857
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,22,0.10584119570186905
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,23,0.08114049987315775
NSGAIIb,Multi Objective Integer Encoding Biclustering,EP,24,0.10441091418552394
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,0,0.07656174275913652
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,1,0.10252691029656028
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,2,0.09743279967977633
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,3,0.09237713450753746
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,4,0.0998088979222864
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,5,0.09371934582422622
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,6,0.08318297507728864
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,7,0.08204661147614897
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,8,0.09090909090909083
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,9,0.07421658724466068
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,10,0.07502983818938189
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,11,0.09624863755381045
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,12,0.08779659541942578
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,13,0.09673049954757218
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,14,0.0779415230593305
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,15,0.0840166926135553
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,16,0.09090909090909094
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,17,0.10437606801487961
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,18,0.09177760264112209
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,19,0.09879106735365331
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,20,0.10162590170225878
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,21,0.1025805324769387
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,22,0.09624553767790409
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,23,0.08189535174792892
NSGAIIc,Multi Objective Integer Encoding Biclustering,EP,24,0.09283377149043062
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,0,0.06826784213604775
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,1,0.10404825408395658
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,2,0.09472018890111511
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,3,0.08030979684769503
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,4,0.10489510489510495
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,5,0.10761032520100547
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,6,0.07692307692307693
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,7,0.0742419134100935
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,8,0.09638664781243067
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,9,0.08227559416922078
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,10,0.08280451350975913
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,11,0.09284233314682333
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,12,0.08391608391608396
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,13,0.0986738416077344
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,14,0.09415322264581294
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,15,0.10802233090983776
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,16,0.07796762830441972
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,17,0.07635540049747122
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,18,0.08958975496079215
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,19,0.10980546931674534
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,20,0.09816368893192533
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,21,0.08674250607479518
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,22,0.08839693250646974
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,23,0.12094491401409739
NSGAIId,Multi Objective Integer Encoding Biclustering,EP,24,0.08538713151711527
NSGAIIa,Multi Objective Integer Encoding Biclustering,SP,0,0.6917469250021036
NSGAIIa,Multi Objective Integer Encoding Biclustering,SP,1,0.6886692533254851
NSGAIIa,Multi Objective Integer Encoding Biclustering,SP,2,0.7075310056043632
NSGAIIa,Multi Objective Integer Encoding Biclustering,SP,3,0.673685257787104
NSGAIIa,Multi Objective Integer Encoding Biclustering,SP,4,0.6716324535709187
NSGAIIa,Multi Objective Integer Encoding Biclustering,SP,5,0.6968025662693039
