Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,0,0.17155990871932453
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,1,0.18785718316454658
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,2,0.20403009606294387
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,3,0.269736552665632
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,4,0.2505738721301256
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,5,0.22948508562222417
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,6,0.22887624971299628
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,7,0.19256760803142062
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,8,0.2079949214646111
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,9,0.20295834163634216
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,10,0.1769589513292044
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,11,0.22127904892310782
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,12,0.28577113756314826
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,13,0.20082129141552058
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,14,0.23750734074298283
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,15,0.21519762629494954
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,16,0.2971102768626491
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,17,0.15471700567882862
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,18,0.28053216345298426
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,19,0.18754005682459784
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,20,0.24066864870850724
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,21,0.3060916961208667
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,22,0.1902818232515371
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,23,0.2416803764813925
NSGAIIa,Multi Objective Binary Encoding Biclustering,EP,24,0.2163999171383759
NSGAIIb,Multi Objective Binary Encoding Biclustering,EP,0,0.23109572509140774
NSGAIIb,Multi Objective Binary Encoding Biclustering,EP,1,0.2160850050093082
NSGAIIb,Multi Objective Binary Encoding Biclustering,EP,2,0.2650594252023241
