Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,0,0.10404624277456648
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,1,0.12676642755633027
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,2,0.10982658959537572
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,3,0.09921231959915977
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,4,0.08357187623895107
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,5,0.1533490173023758
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,6,0.11404671698305474
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,7,0.11886279744744921
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,8,0.14350000243605263
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,9,0.09930194642988277
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,10,0.153885788019635
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,11,0.10375693923391338
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,12,0.11154277405430965
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,13,0.10251794590550618
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,14,0.10099859118561622
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,15,0.10555605653170008
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,16,0.10751830798499035
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,17,0.10524524435448235
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,18,0.14985543929807174
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,19,0.12527774653012475
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,20,0.10468864015877943
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,21,0.11283458861625068
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,22,0.09995971973296969
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,23,0.11764673806994282
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,24,0.13889482981371823
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,0,0.16521758475876558
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,1,0.21471176401006595
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,2,0.21185248810347793
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,3,0.1937330050951874
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,4,0.18761676272554476
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,5,0.19094203047322705
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,6,0.2327743709278771
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,7,0.184475032468072
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,8,0.20472070718931765
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,9,0.20312720277562274
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,10,0.1795246233475559
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,11,0.24396077747005904
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,12,0.17785150745926379
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,13,0.1754520617295107
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,14,0.13872832369942195
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,15,0.20775169758052858
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,16,0.23517982757952588
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,17,0.2114983505599566
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,18,0.15441799327043312
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,19,0.19721937573523884
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,20,0.18072179340111724
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,21,0.19814703574801965
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,22,0.1866564330459561
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,23,0.16831391335178347
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,24,0.17050426435096924
MOCell,Multi Objective. Binary Encoding Biclustering,EP,0,0.20889598321487554
MOCell,Multi Objective. Binary Encoding Biclustering,EP,1,0.16603978537584685
MOCell,Multi Objective. Binary Encoding Biclustering,EP,2,0.18312381104338424
MOCell,Multi Objective. Binary Encoding Biclustering,EP,3,0.19140575959851408
MOCell,Multi Objective. Binary Encoding Biclustering,EP,4,0.22220658436801952
MOCell,Multi Objective. Binary Encoding Biclustering,EP,5,0.18835356716801968
MOCell,Multi Objective. Binary Encoding Biclustering,EP,6,0.1812429743493226
MOCell,Multi Objective. Binary Encoding Biclustering,EP,7,0.21464026634976055
MOCell,Multi Objective. Binary Encoding Biclustering,EP,8,0.17536878784912438
MOCell,Multi Objective. Binary Encoding Biclustering,EP,9,0.26737141425196786
MOCell,Multi Objective. Binary Encoding Biclustering,EP,10,0.174167357315507
MOCell,Multi Objective. Binary Encoding Biclustering,EP,11,0.20227816090978534
MOCell,Multi Objective. Binary Encoding Biclustering,EP,12,0.20713705833612706
MOCell,Multi Objective. Binary Encoding Biclustering,EP,13,0.22069593316522076
MOCell,Multi Objective. Binary Encoding Biclustering,EP,14,0.18624308303763729
MOCell,Multi Objective. Binary Encoding Biclustering,EP,15,0.22994183109394384
MOCell,Multi Objective. Binary Encoding Biclustering,EP,16,0.22126641742774728
MOCell,Multi Objective. Binary Encoding Biclustering,EP,17,0.17878304823513255
MOCell,Multi Objective. Binary Encoding Biclustering,EP,18,0.19264702943060008
