Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,0,0.21566891990918535
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,1,0.22720395508544025
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,2,0.1744605255114012
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,3,0.1725989519583281
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,4,0.11398106576450057
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,5,0.11939891097120715
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,6,0.11189781655786736
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,7,0.21770680506978163
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,8,0.21166850528537315
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,9,0.19800557054248785
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,10,0.18253892037477998
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,11,0.15267789399440526
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,12,0.20611429788963634
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,13,0.2009935305640057
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,14,0.2046125065659361
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,15,0.15108914673782098
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,16,0.21167699454852745
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,17,0.17932391058859554
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,18,0.20305468628520099
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,19,0.1487114743940241
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,20,0.11249573835439897
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,21,0.11103400416377525
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,22,0.2344643163957604
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,23,0.19147448635727357
NSGAII,Multi Objective. Binary Encoding Biclustering,EP,24,0.15974495138574457
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,0,0.19112014345997166
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,1,0.2836346710267403
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,2,0.2849338684700664
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,3,0.2542911205269519
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,4,0.30313966692801
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,5,0.28476211048686756
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,6,0.28807876620780776
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,7,0.27667421102875545
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,8,0.24514738058501864
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,9,0.26089294135718755
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,10,0.23931908157368467
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,11,0.2705016081030933
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,12,0.27023571756851367
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,13,0.2576077831175929
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,14,0.3295286869575835
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,15,0.18909344547900533
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,16,0.24680475112441658
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,17,0.26928228563473133
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,18,0.3417357326418972
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,19,0.3019994621911137
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,20,0.2828718030947742
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,21,0.27852098525232327
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,22,0.24474408674586698
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,23,0.2918204119415871
SPEA2,Multi Objective. Binary Encoding Biclustering,EP,24,0.2483584684816711
MOCell,Multi Objective. Binary Encoding Biclustering,EP,0,0.15953910798474658
MOCell,Multi Objective. Binary Encoding Biclustering,EP,1,0.2287700962542802
MOCell,Multi Objective. Binary Encoding Biclustering,EP,2,0.28246017021218944
MOCell,Multi Objective. Binary Encoding Biclustering,EP,3,0.307605962364466
MOCell,Multi Objective. Binary Encoding Biclustering,EP,4,0.2849856209825914
MOCell,Multi Objective. Binary Encoding Biclustering,EP,5,0.34770694048876793
MOCell,Multi Objective. Binary Encoding Biclustering,EP,6,0.15377330022996324
MOCell,Multi Objective. Binary Encoding Biclustering,EP,7,0.2168766360969371
MOCell,Multi Objective. Binary Encoding Biclustering,EP,8,0.27728813846443984
MOCell,Multi Objective. Binary Encoding Biclustering,EP,9,0.2183863327353136
MOCell,Multi Objective. Binary Encoding Biclustering,EP,10,0.15521019327553137
