Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,0,0.11431402683062078
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,1,0.14056990949517859
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,2,0.08028673835125441
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,3,0.18144908812452215
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,4,0.07813620071684585
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,5,0.10795063307717805
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,6,0.2045661350772196
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,7,0.13776167141158407
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,8,0.20032584991781693
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,9,0.1140608767348351
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,10,0.12069498997030058
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,11,0.197910068868844
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,12,0.12933952976213994
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,13,0.14394060372354492
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,14,0.1773002209564783
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,15,0.103225806451613
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,16,0.07383512544802866
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,17,0.1549784516352306
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,18,0.14853888514521388
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,19,0.0837923129431087
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,20,0.12641276002506988
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,21,0.16846192086422404
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,22,0.12064393451603393
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,23,0.10517501358721883
NSGAIIa,Multi Objective. Binary Encoding Biclustering,EP,24,0.07371940962404008
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,0,0.14501267207462612
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,1,0.16952283758084383
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,2,0.1676250504480695
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,3,0.193187012251378
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,4,0.15318884200605773
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,5,0.12772902665911656
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,6,0.0874551971326164
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,7,0.11628674096083613
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,8,0.1501145103393499
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,9,0.1051112596809809
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,10,0.12521932880226255
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,11,0.13533168448581515
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,12,0.1878910181277524
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,13,0.15756722442929932
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,14,0.14441371862951677
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,15,0.1964238018273827
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,16,0.13873901410596098
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,17,0.11926910963846749
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,18,0.14357666959241
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,19,0.12974910394265232
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,20,0.09384172532773981
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,21,0.12757659497298074
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,22,0.14475504708529538
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,23,0.10035842293906819
NSGAIIb,Multi Objective. Binary Encoding Biclustering,EP,24,0.12792930398959296
NSGAIIc,Multi Objective. Binary Encoding Biclustering,EP,0,0.12025341253560645
NSGAIIc,Multi Objective. Binary Encoding Biclustering,EP,1,0.10394265232974911
NSGAIIc,Multi Objective. Binary Encoding Biclustering,EP,2,0.1460773061596161
NSGAIIc,Multi Objective. Binary Encoding Biclustering,EP,3,0.13361479985667377
